subpartida|variante|f1_promedio_subpartida|precision_promedio_subpartida|recall_promedio_subpartida|pr_auc_promedio_subpartida|folds|registros_test_total
8001100000-ESTAÃ'O EN BRUTO, SIN ALEAR|A_BASELINE|0.0|0.0|0.0|0.1404|5|705
8001100000-ESTAÃ'O EN BRUTO, SIN ALEAR|B_LOG|0.0722|0.4|0.0405|0.1753|5|705
8001100000-ESTAÃ'O EN BRUTO, SIN ALEAR|C_WINS|0.0|0.0|0.0|0.1404|5|705
801119000-COCOS SECOS|A_BASELINE|0.2|0.2|0.2|0.2|5|42
801119000-COCOS SECOS|B_LOG|0.2|0.2|0.2|0.2|5|42
801119000-COCOS SECOS|C_WINS|0.0|0.0|0.0|0.025|5|42
801190000-COCOS FRESCOS|A_BASELINE|0.7|0.6067|1.0|0.6067|5|56
801190000-COCOS FRESCOS|B_LOG|0.8667|0.84|1.0|0.84|5|56
801190000-COCOS FRESCOS|C_WINS|0.0|0.0|0.0|0.0894|5|56
801210000-NUECES DEL BRASIL CON CASCARA, FRESCAS O SECAS|A_BASELINE|0.2|0.2|0.2|0.2|5|22
801210000-NUECES DEL BRASIL CON CASCARA, FRESCAS O SECAS|B_LOG|0.2|0.2|0.2|0.2|5|22
801210000-NUECES DEL BRASIL CON CASCARA, FRESCAS O SECAS|C_WINS|0.0|0.0|0.0|0.04|5|22
801220000-NUECES DEL BRASIL SIN CASCARA FRESCAS O SECAS|A_BASELINE|0.8523|0.7701|0.9578|0.743|5|497
801220000-NUECES DEL BRASIL SIN CASCARA FRESCAS O SECAS|B_LOG|0.908|0.8359|1.0|0.8359|5|497
801220000-NUECES DEL BRASIL SIN CASCARA FRESCAS O SECAS|C_WINS|0.0|0.0|0.0|0.0966|5|497
803101000-PLATANOS FRESCOS|A_BASELINE|0.0|0.0|0.0|0.0|5|62
803101000-PLATANOS FRESCOS|B_LOG|0.0|0.0|0.0|0.0|5|62
803101000-PLATANOS FRESCOS|C_WINS|0.0|0.0|0.0|0.0|5|62
803901100-BANANAS FRESCAS TIPO CAVENDISH VALERY|A_BASELINE|0.2087|0.1166|1.0|0.1166|5|7134
803901100-BANANAS FRESCAS TIPO CAVENDISH VALERY|B_LOG|0.268|0.156|1.0|0.156|5|7134
803901100-BANANAS FRESCAS TIPO CAVENDISH VALERY|C_WINS|0.0|0.0|0.0|0.0084|5|7134
803901200-BANANAS BOCADILLO FRESCAS|A_BASELINE|0.7|0.5667|1.0|0.5667|5|63
803901200-BANANAS BOCADILLO FRESCAS|B_LOG|0.9333|0.9|1.0|0.9|5|63
803901200-BANANAS BOCADILLO FRESCAS|C_WINS|0.0|0.0|0.0|0.0795|5|63
803901900-LAS DEMAS BANANAS FRESCAS|A_BASELINE|0.0|0.0|0.0|0.2569|5|292
803901900-LAS DEMAS BANANAS FRESCAS|B_LOG|0.0|0.0|0.0|0.2569|5|292
803901900-LAS DEMAS BANANAS FRESCAS|C_WINS|0.0|0.0|0.0|0.2569|5|292
804100000-DATILES, FRESCOS O SECOS|A_BASELINE|0.6667|0.6333|0.7333|0.6039|5|200
804100000-DATILES, FRESCOS O SECOS|B_LOG|0.8457|0.7633|1.0|0.7633|5|200
804100000-DATILES, FRESCOS O SECOS|C_WINS|0.0|0.0|0.0|0.055|5|200
804200000-HIGOS, FRESCOS O SECOS|A_BASELINE|0.1949|0.1148|0.7|0.1107|5|604
804200000-HIGOS, FRESCOS O SECOS|B_LOG|0.6965|0.5705|1.0|0.5705|5|604
804200000-HIGOS, FRESCOS O SECOS|C_WINS|0.0|0.0|0.0|0.0182|5|604
804300000-PIÃ'AS TROPICALES (ANANAS) FRESCAS O SECAS|A_BASELINE|1.0|1.0|1.0|1.0|5|78
804300000-PIÃ'AS TROPICALES (ANANAS) FRESCAS O SECAS|B_LOG|1.0|1.0|1.0|1.0|5|78
804300000-PIÃ'AS TROPICALES (ANANAS) FRESCAS O SECAS|C_WINS|0.1516|0.4|0.0952|0.436|5|78
804400000-AGUACATES (PALTAS) , FRESCAS O SECAS|A_BASELINE|0.5865|0.7219|0.4978|0.364|5|34213
804400000-AGUACATES (PALTAS) , FRESCAS O SECAS|B_LOG|0.6648|0.4983|1.0|0.4983|5|34213
804400000-AGUACATES (PALTAS) , FRESCAS O SECAS|C_WINS|0.0|0.0|0.0|0.0074|5|34213
804502000-MANGOS Y MANGOSTANES, FRESCOS O SECOS|A_BASELINE|0.2717|0.1583|1.0|0.1583|5|9823
804502000-MANGOS Y MANGOSTANES, FRESCOS O SECOS|B_LOG|0.381|0.2438|1.0|0.2438|5|9823
804502000-MANGOS Y MANGOSTANES, FRESCOS O SECOS|C_WINS|0.0|0.0|0.0|0.0007|5|9823
805100000-NARANJAS , FRESCAS O SECAS|A_BASELINE|0.3417|1.0|0.2061|0.4716|5|885
805100000-NARANJAS , FRESCAS O SECAS|B_LOG|0.3462|1.0|0.2095|0.4739|5|885
805100000-NARANJAS , FRESCAS O SECAS|C_WINS|0.0321|0.4|0.0169|0.3407|5|885
805210000-MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS|A_BASELINE|0.8334|0.7231|1.0|0.7231|5|930
805210000-MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS|B_LOG|0.6943|0.5356|1.0|0.5356|5|930
805210000-MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS|C_WINS|0.0|0.0|0.0|0.0355|5|930
805220000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|A_BASELINE|0.7804|0.6543|1.0|0.6543|5|568
805220000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|B_LOG|0.7538|0.6188|1.0|0.6188|5|568
805220000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|C_WINS|0.04|0.1|0.025|0.0794|5|568
805291000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|A_BASELINE|0.5259|0.3683|1.0|0.3683|5|390
805291000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|B_LOG|0.5394|0.4159|1.0|0.4159|5|390
805291000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|C_WINS|0.0|0.0|0.0|0.0282|5|390
805299000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|A_BASELINE|0.734|0.5809|1.0|0.5809|5|10026
805299000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|B_LOG|0.675|0.5121|1.0|0.5121|5|10026
805299000-DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS|C_WINS|0.0|0.0|0.0|0.0259|5|10026
805400000-TORONJAS O POMELOS, FRESCOS O SECOS|A_BASELINE|0.8661|0.7743|1.0|0.7743|5|172
805400000-TORONJAS O POMELOS, FRESCOS O SECOS|B_LOG|0.7947|0.691|1.0|0.691|5|172
805400000-TORONJAS O POMELOS, FRESCOS O SECOS|C_WINS|0.1371|0.2667|0.1|0.1596|5|172
805501000-LIMONES (CITRUS LIMON, CITRUS LIMONUM) FRESCOS O SECOS|A_BASELINE|0.9333|1.0|0.9|0.9061|5|162
805501000-LIMONES (CITRUS LIMON, CITRUS LIMONUM) FRESCOS O SECOS|B_LOG|0.8667|1.0|0.8|0.8123|5|162
805501000-LIMONES (CITRUS LIMON, CITRUS LIMONUM) FRESCOS O SECOS|C_WINS|0.1333|0.2|0.1|0.1555|5|162
805502100-LIMON (LIMON SUTIL, LIMON COMUN, LIMON CRIOLLO) (CITRUS AURANTIFOLIA) FRESCOS O SECOS|A_BASELINE|0.8333|0.8667|0.9|0.7717|5|199
805502100-LIMON (LIMON SUTIL, LIMON COMUN, LIMON CRIOLLO) (CITRUS AURANTIFOLIA) FRESCOS O SECOS|B_LOG|0.8933|0.8333|1.0|0.8333|5|199
805502100-LIMON (LIMON SUTIL, LIMON COMUN, LIMON CRIOLLO) (CITRUS AURANTIFOLIA) FRESCOS O SECOS|C_WINS|0.0|0.0|0.0|0.0401|5|199
805502200-LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA) FRESCOS O SECOS|A_BASELINE|0.6276|0.4967|1.0|0.4967|5|1636
805502200-LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA) FRESCOS O SECOS|B_LOG|0.4619|0.3067|1.0|0.3067|5|1636
805502200-LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA) FRESCOS O SECOS|C_WINS|0.0|0.0|0.0|0.0043|5|1636
806100000-UVAS FRESCAS|A_BASELINE|0.5978|0.4432|0.9181|0.4085|5|25733
806100000-UVAS FRESCAS|B_LOG|0.7119|0.5529|1.0|0.5529|5|25733
806100000-UVAS FRESCAS|C_WINS|0.0|0.0|0.0|0.0185|5|25733
806200000-UVAS SECAS, INCLUIDAS LAS PASAS|A_BASELINE|0.9882|1.0|0.9778|0.9821|5|231
806200000-UVAS SECAS, INCLUIDAS LAS PASAS|B_LOG|0.9515|1.0|0.9111|0.9284|5|231
806200000-UVAS SECAS, INCLUIDAS LAS PASAS|C_WINS|0.0|0.0|0.0|0.1948|5|231
807110000-SANDIAS FRESCAS|A_BASELINE|0.0|0.0|0.0|0.0|5|631
807110000-SANDIAS FRESCAS|B_LOG|0.0|0.0|0.0|0.0|5|631
807110000-SANDIAS FRESCAS|C_WINS|0.0|0.0|0.0|0.0|5|631
807190000-MELONES FRESCOS|A_BASELINE|0.0|0.0|0.0|0.0|5|39
807190000-MELONES FRESCOS|B_LOG|0.0|0.0|0.0|0.0|5|39
807190000-MELONES FRESCOS|C_WINS|0.0|0.0|0.0|0.0|5|39
807200000-PAPAYAS FRESCOS|A_BASELINE|0.7333|0.7|0.8|0.7|5|44
807200000-PAPAYAS FRESCOS|B_LOG|0.8|0.8|0.8|0.8|5|44
807200000-PAPAYAS FRESCOS|C_WINS|0.0|0.0|0.0|0.0917|5|44
809300000-DURAZNOS (MELOCOTONES), INCLUIDOS LOS GRIÃ'ONES Y NECTARINAS, FRESCOS|A_BASELINE|0.0|0.0|0.0|0.0|5|43
809300000-DURAZNOS (MELOCOTONES), INCLUIDOS LOS GRIÃ'ONES Y NECTARINAS, FRESCOS|B_LOG|0.0|0.0|0.0|0.0|5|43
809300000-DURAZNOS (MELOCOTONES), INCLUIDOS LOS GRIÃ'ONES Y NECTARINAS, FRESCOS|C_WINS|0.0|0.0|0.0|0.0|5|43
809400000-CIRUELAS Y ENDRINAS, FRESCAS|A_BASELINE|0.1333|0.2|0.1|0.3048|5|34
809400000-CIRUELAS Y ENDRINAS, FRESCAS|B_LOG|0.1333|0.2|0.1|0.3048|5|34
809400000-CIRUELAS Y ENDRINAS, FRESCAS|C_WINS|0.1333|0.2|0.1|0.3048|5|34
810100000-FRESAS (FRUTILLAS) FRESCOS|A_BASELINE|0.88|0.8|1.0|0.8|5|152
810100000-FRESAS (FRUTILLAS) FRESCOS|B_LOG|0.88|0.8|1.0|0.8|5|152
810100000-FRESAS (FRUTILLAS) FRESCOS|C_WINS|0.2267|0.5|0.15|0.2368|5|152
810400000-ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS|A_BASELINE|0.0501|0.0482|0.0527|0.008|5|27373
810400000-ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS|B_LOG|0.6584|0.4923|1.0|0.4923|5|27373
810400000-ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS|C_WINS|0.0|0.0|0.0|0.0049|5|27373
810700000-CAQUIS (PERSIMONIOS) FRESCOS|A_BASELINE|0.4667|0.6|0.4|0.5667|5|31
810700000-CAQUIS (PERSIMONIOS) FRESCOS|B_LOG|0.4667|0.6|0.4|0.5667|5|31
810700000-CAQUIS (PERSIMONIOS) FRESCOS|C_WINS|0.2667|0.4|0.2|0.4286|5|31
810901000-GRANADILLA, MARACUYA (PARCHITA) Y DEMAS FRUTAS DE LA PASION (PASSIFLORA SPP.) FRESC|A_BASELINE|0.4712|0.3334|0.8067|0.2826|5|1288
810901000-GRANADILLA, MARACUYA (PARCHITA) Y DEMAS FRUTAS DE LA PASION (PASSIFLORA SPP.) FRESC|B_LOG|0.7637|0.6754|1.0|0.6754|5|1288
810901000-GRANADILLA, MARACUYA (PARCHITA) Y DEMAS FRUTAS DE LA PASION (PASSIFLORA SPP.) FRESC|C_WINS|0.0|0.0|0.0|0.0202|5|1288
810902000-CHIRIMOYA, GUANABANA Y DEMAS ANONAS (ANNONA SPP.) FRESCAS|A_BASELINE|0.24|0.7|0.1472|0.2515|5|308
810902000-CHIRIMOYA, GUANABANA Y DEMAS ANONAS (ANNONA SPP.) FRESCAS|B_LOG|0.8049|1.0|0.6889|0.731|5|308
810902000-CHIRIMOYA, GUANABANA Y DEMAS ANONAS (ANNONA SPP.) FRESCAS|C_WINS|0.0|0.0|0.0|0.1363|5|308
810903000-TOMATE DE ARBOL (LIMA TOMATE, TAMARILLO) (CYPHOMANDRA BETACEA) FRESCO|A_BASELINE|0.1333|0.2|0.1|0.1118|5|85
810903000-TOMATE DE ARBOL (LIMA TOMATE, TAMARILLO) (CYPHOMANDRA BETACEA) FRESCO|B_LOG|0.2|0.2|0.2|0.2|5|85
810903000-TOMATE DE ARBOL (LIMA TOMATE, TAMARILLO) (CYPHOMANDRA BETACEA) FRESCO|C_WINS|0.0|0.0|0.0|0.0235|5|85
810904000-PITAHAYAS (CEREUS SPP.) FRESCAS|A_BASELINE|0.3056|0.3629|0.2667|0.1876|5|399
810904000-PITAHAYAS (CEREUS SPP.) FRESCAS|B_LOG|0.9333|0.8778|1.0|0.8778|5|399
810904000-PITAHAYAS (CEREUS SPP.) FRESCAS|C_WINS|0.1491|0.4|0.0972|0.1925|5|399
810905000-UCHUVAS (UVILLAS) (PHYSALIS PERUVIANA) FRESCAS|A_BASELINE|0.42|0.6|0.3333|0.328|5|147
810905000-UCHUVAS (UVILLAS) (PHYSALIS PERUVIANA) FRESCAS|B_LOG|0.9214|0.87|1.0|0.87|5|147
810905000-UCHUVAS (UVILLAS) (PHYSALIS PERUVIANA) FRESCAS|C_WINS|0.0|0.0|0.0|0.0952|5|147
810909000-GROSELLAS, INCLUIDO EL CASIS, FRESCAS|A_BASELINE|0.9209|0.8755|0.9717|0.8553|5|2963
810909000-GROSELLAS, INCLUIDO EL CASIS, FRESCAS|B_LOG|0.9221|0.8559|1.0|0.8559|5|2963
810909000-GROSELLAS, INCLUIDO EL CASIS, FRESCAS|C_WINS|0.0|0.0|0.0|0.1552|5|2963
811101000-FRESAS (FRUTILLAS) CON ADICION DE AZUCAR U OTRO EDULCORANTE, CONGELADOS|A_BASELINE|0.6643|0.5333|1.0|0.5333|5|94
811101000-FRESAS (FRUTILLAS) CON ADICION DE AZUCAR U OTRO EDULCORANTE, CONGELADOS|B_LOG|0.7143|0.6133|1.0|0.6133|5|94
811101000-FRESAS (FRUTILLAS) CON ADICION DE AZUCAR U OTRO EDULCORANTE, CONGELADOS|C_WINS|0.2|0.2|0.2|0.2959|5|94
811109000-FRESAS (FRUTILLAS) SIN ADICION DE AZUCAR U OTRO EDULCORANTE, CONGELADOS|A_BASELINE|0.8041|0.6857|1.0|0.6857|5|1021
811109000-FRESAS (FRUTILLAS) SIN ADICION DE AZUCAR U OTRO EDULCORANTE, CONGELADOS|B_LOG|0.8525|0.7472|1.0|0.7472|5|1021
811109000-FRESAS (FRUTILLAS) SIN ADICION DE AZUCAR U OTRO EDULCORANTE, CONGELADOS|C_WINS|0.0665|0.33|0.039|0.1151|5|1021
811909100-MANGO, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|A_BASELINE|0.1253|0.4667|0.075|0.0839|5|1487
811909100-MANGO, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|B_LOG|0.7527|0.6164|1.0|0.6164|5|1487
811909100-MANGO, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|C_WINS|0.0|0.0|0.0|0.0276|5|1487
811909300-LUCUMA, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|A_BASELINE|0.8933|0.9333|0.9|0.8373|5|252
811909300-LUCUMA, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|B_LOG|1.0|1.0|1.0|1.0|5|252
811909300-LUCUMA, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|C_WINS|0.0|0.0|0.0|0.0357|5|252
811909400-MARACUYA (PARCHITA), SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|A_BASELINE|0.5048|0.4133|0.8|0.4169|5|279
811909400-MARACUYA (PARCHITA), SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|B_LOG|0.4833|0.3352|1.0|0.3352|5|279
811909400-MARACUYA (PARCHITA), SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|C_WINS|0.0|0.0|0.0|0.0251|5|279
811909600-PAPAYA, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|A_BASELINE|0.0|0.0|0.0|0.0|5|54
811909600-PAPAYA, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|B_LOG|0.0|0.0|0.0|0.0|5|54
811909600-PAPAYA, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|C_WINS|0.0|0.0|0.0|0.0|5|54
811909900-DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|A_BASELINE|0.782|0.8895|0.7014|0.6548|5|2683
811909900-DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|B_LOG|0.9527|0.91|1.0|0.91|5|2683
811909900-DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL|C_WINS|0.0125|0.0533|0.0071|0.1049|5|2683
813400000-LAS DEMAS FRUTAS U OTROS FRUTOS SECOS|A_BASELINE|0.9156|0.8523|1.0|0.8523|5|154
813400000-LAS DEMAS FRUTAS U OTROS FRUTOS SECOS|B_LOG|0.9617|0.9306|1.0|0.9306|5|154
813400000-LAS DEMAS FRUTAS U OTROS FRUTOS SECOS|C_WINS|0.1344|0.3667|0.0857|0.2603|5|154
813500000-MEZCLAS DE FRUTAS U OTROS FRUTOS, SECOS, O DE FRUTOS DE CASCARA DE ESTE CAPITULO|A_BASELINE|1.0|1.0|1.0|1.0|5|33
813500000-MEZCLAS DE FRUTAS U OTROS FRUTOS, SECOS, O DE FRUTOS DE CASCARA DE ESTE CAPITULO|B_LOG|1.0|1.0|1.0|1.0|5|33
813500000-MEZCLAS DE FRUTAS U OTROS FRUTOS, SECOS, O DE FRUTOS DE CASCARA DE ESTE CAPITULO|C_WINS|0.1333|0.2|0.1|0.2524|5|33
814001000-CORTEZAS DE LIMON, FRESC, CONGEL, SECAS O EN AGUA SALADA O SUST. PARA SU CONSERVACION|A_BASELINE|0.785|1.0|0.65|0.8165|5|126
814001000-CORTEZAS DE LIMON, FRESC, CONGEL, SECAS O EN AGUA SALADA O SUST. PARA SU CONSERVACION|B_LOG|0.785|1.0|0.65|0.8165|5|126
814001000-CORTEZAS DE LIMON, FRESC, CONGEL, SECAS O EN AGUA SALADA O SUST. PARA SU CONSERVACION|C_WINS|0.1379|0.5|0.0833|0.5036|5|126
902100000-TE VERDE (SIN FERMENTAR) PRESENTADO EN ENVASES INMEDIATOS CON UN CONTENIDO <= 3 KG|A_BASELINE|0.0|0.0|0.0|0.0286|5|104
902100000-TE VERDE (SIN FERMENTAR) PRESENTADO EN ENVASES INMEDIATOS CON UN CONTENIDO <= 3 KG|B_LOG|0.15|0.12|0.2|0.12|5|104
902100000-TE VERDE (SIN FERMENTAR) PRESENTADO EN ENVASES INMEDIATOS CON UN CONTENIDO <= 3 KG|C_WINS|0.0|0.0|0.0|0.0286|5|104
902300000-TE NEGRO (FERMENTADO) Y TE PARCIALM.FERMENTADO, PRESENTADOS EN ENVASES DE CONT.< =3KG|A_BASELINE|0.5056|0.4178|0.6643|0.3079|5|528
902300000-TE NEGRO (FERMENTADO) Y TE PARCIALM.FERMENTADO, PRESENTADOS EN ENVASES DE CONT.< =3KG|B_LOG|0.7075|0.5486|1.0|0.5486|5|528
902300000-TE NEGRO (FERMENTADO) Y TE PARCIALM.FERMENTADO, PRESENTADOS EN ENVASES DE CONT.< =3KG|C_WINS|0.0444|0.1|0.0286|0.0806|5|528
902400000-TE NEGRO (FERMENTADO) Y TE PARCIALMENTE FERMENTADO, PRESENTADOS DE OTRA FORMA|A_BASELINE|0.9333|0.9|1.0|0.9|5|47
902400000-TE NEGRO (FERMENTADO) Y TE PARCIALMENTE FERMENTADO, PRESENTADOS DE OTRA FORMA|B_LOG|0.4|0.4|0.4|0.4644|5|47
902400000-TE NEGRO (FERMENTADO) Y TE PARCIALMENTE FERMENTADO, PRESENTADOS DE OTRA FORMA|C_WINS|0.2|0.2|0.2|0.2867|5|47
903000000-YERBA MATE.|A_BASELINE|0.96|0.9333|1.0|0.9333|5|66
903000000-YERBA MATE.|B_LOG|0.96|0.9333|1.0|0.9333|5|66
903000000-YERBA MATE.|C_WINS|0.0|0.0|0.0|0.1659|5|66
904110000-PIMIENTA DEL GENERO PIPER, SIN TRITURAR NI PULVERIZAR|A_BASELINE|0.0|0.0|0.0|0.0|5|21
904110000-PIMIENTA DEL GENERO PIPER, SIN TRITURAR NI PULVERIZAR|B_LOG|0.0|0.0|0.0|0.0|5|21
904110000-PIMIENTA DEL GENERO PIPER, SIN TRITURAR NI PULVERIZAR|C_WINS|0.0|0.0|0.0|0.0|5|21
904120000-PIMIENTA DEL GENERO PIPER, TRITURADA O PULVERIZADA|A_BASELINE|0.0|0.0|0.0|0.0|5|113
904120000-PIMIENTA DEL GENERO PIPER, TRITURADA O PULVERIZADA|B_LOG|0.0|0.0|0.0|0.0|5|113
904120000-PIMIENTA DEL GENERO PIPER, TRITURADA O PULVERIZADA|C_WINS|0.0|0.0|0.0|0.0|5|113
904211090-PAPRIKA (EXCEP. EN TROZOS O RODAJAS), SECOS, SIN TRITURAR NI PULVERIZAR|A_BASELINE|0.3141|0.2321|0.5|0.1427|5|1880
904211090-PAPRIKA (EXCEP. EN TROZOS O RODAJAS), SECOS, SIN TRITURAR NI PULVERIZAR|B_LOG|0.5834|0.4176|1.0|0.4176|5|1880
904211090-PAPRIKA (EXCEP. EN TROZOS O RODAJAS), SECOS, SIN TRITURAR NI PULVERIZAR|C_WINS|0.0|0.0|0.0|0.0122|5|1880
904219000-DEMAS FRUTOS DEL GENERO CAPSICUM O PIMENTA, SECOS, SIN TRITURAR NI PULVERIZAR|A_BASELINE|0.0|0.0|0.0|0.0295|5|610
904219000-DEMAS FRUTOS DEL GENERO CAPSICUM O PIMENTA, SECOS, SIN TRITURAR NI PULVERIZAR|B_LOG|0.9169|0.8643|1.0|0.8643|5|610
904219000-DEMAS FRUTOS DEL GENERO CAPSICUM O PIMENTA, SECOS, SIN TRITURAR NI PULVERIZAR|C_WINS|0.0|0.0|0.0|0.0295|5|610
904221000-PAPRIKA TRITURADA O PULVERIZADA|A_BASELINE|0.8889|1.0|0.8109|0.8388|5|359
904221000-PAPRIKA TRITURADA O PULVERIZADA|B_LOG|0.4722|0.8|0.3491|0.4466|5|359
904221000-PAPRIKA TRITURADA O PULVERIZADA|C_WINS|0.0267|0.05|0.0182|0.1522|5|359
904229000-DEMAS FRUTOS DEL GENERO CAPSICUM O PIMENTA, TRITURADOS O PULVERIZADOS|A_BASELINE|0.7272|0.6286|0.8773|0.5631|5|761
904229000-DEMAS FRUTOS DEL GENERO CAPSICUM O PIMENTA, TRITURADOS O PULVERIZADOS|B_LOG|0.7844|0.6539|1.0|0.6539|5|761
904229000-DEMAS FRUTOS DEL GENERO CAPSICUM O PIMENTA, TRITURADOS O PULVERIZADOS|C_WINS|0.0308|0.1|0.0182|0.0827|5|761
905200000-VAINILLA TRITURADA O PULVERIZADA|A_BASELINE|0.9|0.8667|1.0|0.8667|5|35
905200000-VAINILLA TRITURADA O PULVERIZADA|B_LOG|0.3333|0.3|0.4|0.3857|5|35
905200000-VAINILLA TRITURADA O PULVERIZADA|C_WINS|0.0|0.0|0.0|0.1429|5|35
906110000-CANELA Y FLORES DE CANELERO SIN TRITURAR NI PULVERIZAR|A_BASELINE|0.0|0.0|0.0|0.0|5|123
906110000-CANELA Y FLORES DE CANELERO SIN TRITURAR NI PULVERIZAR|B_LOG|0.0|0.0|0.0|0.0|5|123
906110000-CANELA Y FLORES DE CANELERO SIN TRITURAR NI PULVERIZAR|C_WINS|0.0|0.0|0.0|0.0|5|123
906200000-CANELA Y FLORES DE CANELERO TRITURADAS O PULVERIZADAS|A_BASELINE|0.0|0.0|0.0|0.0|5|27
906200000-CANELA Y FLORES DE CANELERO TRITURADAS O PULVERIZADAS|B_LOG|0.0|0.0|0.0|0.0|5|27
906200000-CANELA Y FLORES DE CANELERO TRITURADAS O PULVERIZADAS|C_WINS|0.0|0.0|0.0|0.0|5|27
907100000-CLAVOS (FRUTOS ENTEROS, CLAVILLOS Y PEDUNCULOS) SIN TRITURAR NI PULVERIZAR|A_BASELINE|0.2|0.2|0.2|0.2|5|68
907100000-CLAVOS (FRUTOS ENTEROS, CLAVILLOS Y PEDUNCULOS) SIN TRITURAR NI PULVERIZAR|B_LOG|0.1333|0.1|0.2|0.1|5|68
907100000-CLAVOS (FRUTOS ENTEROS, CLAVILLOS Y PEDUNCULOS) SIN TRITURAR NI PULVERIZAR|C_WINS|0.0|0.0|0.0|0.0143|5|68
909320000-SEMILLAS DE COMINO TRITURADAS O PULVERIZADAS|A_BASELINE|0.0|0.0|0.0|0.0|5|85
909320000-SEMILLAS DE COMINO TRITURADAS O PULVERIZADAS|B_LOG|0.0|0.0|0.0|0.0|5|85
909320000-SEMILLAS DE COMINO TRITURADAS O PULVERIZADAS|C_WINS|0.0|0.0|0.0|0.0|5|85
909610000-SEMILLAS ANIS, BADIANA, ALCARAVEA O HINOJO; BAYAS DE ENEBRO; S/TRITURAR NI PULVERIZAR|A_BASELINE|0.0|0.0|0.0|0.0|5|22
909610000-SEMILLAS ANIS, BADIANA, ALCARAVEA O HINOJO; BAYAS DE ENEBRO; S/TRITURAR NI PULVERIZAR|B_LOG|0.0|0.0|0.0|0.0|5|22
909610000-SEMILLAS ANIS, BADIANA, ALCARAVEA O HINOJO; BAYAS DE ENEBRO; S/TRITURAR NI PULVERIZAR|C_WINS|0.0|0.0|0.0|0.0|5|22
909620000-SEMILLAS ANIS, BADIANA, ALCARAVEA O HINOJO; BAYAS DE ENEBRO;TRITURADAS O PULVERIZADAS|A_BASELINE|0.0|0.0|0.0|0.05|5|21
