subpartida|variante|f1_promedio_subpartida|precision_promedio_subpartida|recall_promedio_subpartida|pr_auc_promedio_subpartida|folds|registros_test_total
2001909000-DEMAS HORTALIZAS,FRUTAS Y DEMAS PART. COMEST. DE PLANTAS,PREP. O CONSERV.EN VINAGRE|C_WINS|0.0|0.0|0.0|0.0036|5|2533
2002100000-TOMATES ENTEROS O EN TROZOS, PREPARADOS O CONSERVADOS|A_BASELINE|0.0|0.0|0.0|0.0|5|38
2002100000-TOMATES ENTEROS O EN TROZOS, PREPARADOS O CONSERVADOS|B_LOG|0.0|0.0|0.0|0.0|5|38
2002100000-TOMATES ENTEROS O EN TROZOS, PREPARADOS O CONSERVADOS|C_WINS|0.0|0.0|0.0|0.0|5|38
2002900000-LOS DEMAS TOMATES PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE)|A_BASELINE|1.0|1.0|1.0|1.0|5|247
2002900000-LOS DEMAS TOMATES PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE)|B_LOG|1.0|1.0|1.0|1.0|5|247
2002900000-LOS DEMAS TOMATES PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE)|C_WINS|0.0|0.0|0.0|0.0445|5|247
2004900000-LAS DEMAS HORTALIZAS Y LAS MEZCLAS DE HORTALIZAS, CONGELADAS|A_BASELINE|0.6|0.8|0.5|0.5795|5|64
2004900000-LAS DEMAS HORTALIZAS Y LAS MEZCLAS DE HORTALIZAS, CONGELADAS|B_LOG|0.0|0.0|0.0|0.1718|5|64
2004900000-LAS DEMAS HORTALIZAS Y LAS MEZCLAS DE HORTALIZAS, CONGELADAS|C_WINS|0.0|0.0|0.0|0.1718|5|64
2005200000-PAPAS (PATATAS) PREPARADAS O CONSERVADAS, SIN CONGELAR|A_BASELINE|0.1|0.0667|0.2|0.0667|5|583
2005200000-PAPAS (PATATAS) PREPARADAS O CONSERVADAS, SIN CONGELAR|B_LOG|0.1333|0.1|0.2|0.1|5|583
2005200000-PAPAS (PATATAS) PREPARADAS O CONSERVADAS, SIN CONGELAR|C_WINS|0.0|0.0|0.0|0.0017|5|583
2005590000-LOS DEMAS FRIJOLES PREPARADOS O CONSERVADOS, SIN CONGELAR|A_BASELINE|0.0|0.0|0.0|0.0|5|23
2005590000-LOS DEMAS FRIJOLES PREPARADOS O CONSERVADOS, SIN CONGELAR|B_LOG|0.0|0.0|0.0|0.0|5|23
2005590000-LOS DEMAS FRIJOLES PREPARADOS O CONSERVADOS, SIN CONGELAR|C_WINS|0.0|0.0|0.0|0.0|5|23
2005600000-ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR|A_BASELINE|0.4815|0.3981|0.6319|0.2633|5|2411
2005600000-ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR|B_LOG|0.5898|0.4187|1.0|0.4187|5|2411
2005600000-ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR|C_WINS|0.0|0.0|0.0|0.0282|5|2411
2005700000-ACEITUNAS PREPARADAS O CONSERVADAS, SIN CONGELAR|A_BASELINE|0.1333|0.1|0.2|0.1|5|2847
2005700000-ACEITUNAS PREPARADAS O CONSERVADAS, SIN CONGELAR|B_LOG|0.2|0.2|0.2|0.2|5|2847
2005700000-ACEITUNAS PREPARADAS O CONSERVADAS, SIN CONGELAR|C_WINS|0.0|0.0|0.0|0.0004|5|2847
2005800000-MAIZ DULCE (ZEA MAYS VAR. SACCHARATA), SIN CONGELAR|A_BASELINE|0.0|0.0|0.0|0.0|5|28
2005800000-MAIZ DULCE (ZEA MAYS VAR. SACCHARATA), SIN CONGELAR|B_LOG|0.0|0.0|0.0|0.0|5|28
2005800000-MAIZ DULCE (ZEA MAYS VAR. SACCHARATA), SIN CONGELAR|C_WINS|0.0|0.0|0.0|0.0|5|28
2005991000-ALCACHOFAS (ALCAUCILES) PREPARADAS O CONSERVADAS, SIN CONGELAR|A_BASELINE|0.4293|0.2769|0.9875|0.2725|5|3699
2005991000-ALCACHOFAS (ALCAUCILES) PREPARADAS O CONSERVADAS, SIN CONGELAR|B_LOG|0.7321|0.5828|1.0|0.5828|5|3699
2005991000-ALCACHOFAS (ALCAUCILES) PREPARADAS O CONSERVADAS, SIN CONGELAR|C_WINS|0.0|0.0|0.0|0.0205|5|3699
2005993110-PIMIENTO PIQUILLO|A_BASELINE|0.8112|0.6921|1.0|0.6921|5|2677
2005993110-PIMIENTO PIQUILLO|B_LOG|0.8678|0.7723|1.0|0.7723|5|2677
2005993110-PIMIENTO PIQUILLO|C_WINS|0.0|0.0|0.0|0.0273|5|2677
"2005993120-PIMIENTO MORRÃ""N"|A_BASELINE|0.8548|0.7536|1.0|0.7536|5|977
"2005993120-PIMIENTO MORRÃ""N"|B_LOG|0.8928|1.0|0.8194|0.8276|5|977
"2005993120-PIMIENTO MORRÃ""N"|C_WINS|0.0|0.0|0.0|0.045|5|977
2005993190-PIMIENTOS DE LA ESPECIE ANNUUM|A_BASELINE|0.8941|0.8183|0.9944|0.8133|5|1903
2005993190-PIMIENTOS DE LA ESPECIE ANNUUM|B_LOG|0.984|0.9692|1.0|0.9692|5|1903
2005993190-PIMIENTOS DE LA ESPECIE ANNUUM|C_WINS|0.0|0.0|0.0|0.0946|5|1903
2005999000-LAS DEMAS HORTALIZAS PREPARADAS O CONSERVADAS SIN CONGELAR|A_BASELINE|0.9276|1.0|0.8682|0.8805|5|1622
2005999000-LAS DEMAS HORTALIZAS PREPARADAS O CONSERVADAS SIN CONGELAR|B_LOG|0.2259|1.0|0.132|0.2134|5|1622
2005999000-LAS DEMAS HORTALIZAS PREPARADAS O CONSERVADAS SIN CONGELAR|C_WINS|0.1508|0.4533|0.0916|0.1347|5|1622
2006000000-HORTALIZAS,FRUTAS U OTROS FRUTOS O SUS CORTEZAS Y DEMAS PART.DE PLANTAS,CONFITADOS|A_BASELINE|0.0|0.0|0.0|0.0|5|155
2006000000-HORTALIZAS,FRUTAS U OTROS FRUTOS O SUS CORTEZAS Y DEMAS PART.DE PLANTAS,CONFITADOS|B_LOG|0.0|0.0|0.0|0.0|5|155
2006000000-HORTALIZAS,FRUTAS U OTROS FRUTOS O SUS CORTEZAS Y DEMAS PART.DE PLANTAS,CONFITADOS|C_WINS|0.0|0.0|0.0|0.0|5|155
2007999100-LAS DEMAS CONFITURAS, JALEAS Y MERMELADAS DE FRUTAS U OTROS FRUTOS|A_BASELINE|0.2196|0.8|0.1284|0.4455|5|451
2007999100-LAS DEMAS CONFITURAS, JALEAS Y MERMELADAS DE FRUTAS U OTROS FRUTOS|B_LOG|0.1011|0.8|0.0547|0.3984|5|451
2007999100-LAS DEMAS CONFITURAS, JALEAS Y MERMELADAS DE FRUTAS U OTROS FRUTOS|C_WINS|0.0|0.0|0.0|0.3636|5|451
2007999200-LOS DEMAS PURES Y PASTAS DE FRUTAS U OTROS FRUTOS|A_BASELINE|0.0|0.0|0.0|0.0|5|59
2007999200-LOS DEMAS PURES Y PASTAS DE FRUTAS U OTROS FRUTOS|B_LOG|0.0|0.0|0.0|0.0|5|59
2007999200-LOS DEMAS PURES Y PASTAS DE FRUTAS U OTROS FRUTOS|C_WINS|0.0|0.0|0.0|0.0|5|59
2008119000-DEMAS MANIES, EXCEPTO MANTECA|A_BASELINE|0.36|0.3333|0.4|0.3333|5|63
2008119000-DEMAS MANIES, EXCEPTO MANTECA|B_LOG|0.2476|0.18|0.4|0.18|5|63
2008119000-DEMAS MANIES, EXCEPTO MANTECA|C_WINS|0.0|0.0|0.0|0.0615|5|63
2008199000-DEMAS FRUTOS DE CASCARA, INCLUIDAS LAS MEZCLAS PREPARADOS O CONSERVADOS DE OTRO MODO|A_BASELINE|0.0|0.0|0.0|0.0|5|99
2008199000-DEMAS FRUTOS DE CASCARA, INCLUIDAS LAS MEZCLAS PREPARADOS O CONSERVADOS DE OTRO MODO|B_LOG|0.0|0.0|0.0|0.0|5|99
2008199000-DEMAS FRUTOS DE CASCARA, INCLUIDAS LAS MEZCLAS PREPARADOS O CONSERVADOS DE OTRO MODO|C_WINS|0.0|0.0|0.0|0.0|5|99
2008201000-PIÃ'AS TROPICALES EN AGUA CON ADICION DE AZUCAR U OTRO EDULCORANTE, INCLUIDO EL JARABE|A_BASELINE|0.434|1.0|0.279|0.5933|5|280
2008201000-PIÃ'AS TROPICALES EN AGUA CON ADICION DE AZUCAR U OTRO EDULCORANTE, INCLUIDO EL JARABE|B_LOG|0.434|1.0|0.279|0.5933|5|280
2008201000-PIÃ'AS TROPICALES EN AGUA CON ADICION DE AZUCAR U OTRO EDULCORANTE, INCLUIDO EL JARABE|C_WINS|0.1341|0.8|0.074|0.4776|5|280
2008209000-LAS DEMAS PIÃ'AS TROPICALES PREPARADOS O CONSERVADOS DE OTRO MODO|A_BASELINE|0.8267|0.8333|0.9|0.7487|5|66
2008209000-LAS DEMAS PIÃ'AS TROPICALES PREPARADOS O CONSERVADOS DE OTRO MODO|B_LOG|0.7333|0.7|0.9|0.6154|5|66
2008209000-LAS DEMAS PIÃ'AS TROPICALES PREPARADOS O CONSERVADOS DE OTRO MODO|C_WINS|0.2667|0.4|0.2|0.3066|5|66
2008300000-AGRIOS (CITRICOS) PREPARADOS O CONSERVADOS DE OTRO MODO|A_BASELINE|1.0|1.0|1.0|1.0|5|425
2008300000-AGRIOS (CITRICOS) PREPARADOS O CONSERVADOS DE OTRO MODO|B_LOG|0.9905|0.9818|1.0|0.9818|5|425
2008300000-AGRIOS (CITRICOS) PREPARADOS O CONSERVADOS DE OTRO MODO|C_WINS|0.0733|0.3|0.0422|0.1358|5|425
2008800000-FRESAS (FRUTILLAS) PREPARADAS O CONSERVADAS DE OTRO MODO|A_BASELINE|0.0|0.0|0.0|0.0|5|23
2008800000-FRESAS (FRUTILLAS) PREPARADAS O CONSERVADAS DE OTRO MODO|B_LOG|0.0|0.0|0.0|0.0|5|23
2008800000-FRESAS (FRUTILLAS) PREPARADAS O CONSERVADAS DE OTRO MODO|C_WINS|0.0|0.0|0.0|0.0|5|23
2008910000-PALMITOS PREPARADOS O CONSERVADOS DE OTRO MODO|A_BASELINE|0.4381|0.3667|0.5667|0.3093|5|415
2008910000-PALMITOS PREPARADOS O CONSERVADOS DE OTRO MODO|B_LOG|0.7314|0.5833|1.0|0.5833|5|415
2008910000-PALMITOS PREPARADOS O CONSERVADOS DE OTRO MODO|C_WINS|0.0|0.0|0.0|0.0289|5|415
2008993000-MANGOS PREPARADOS O CONSERVADOS|A_BASELINE|0.6319|0.6367|0.65|0.4404|5|237
2008993000-MANGOS PREPARADOS O CONSERVADOS|B_LOG|0.901|0.8343|1.0|0.8343|5|237
2008993000-MANGOS PREPARADOS O CONSERVADOS|C_WINS|0.08|0.2|0.05|0.1302|5|237
2008999000-DEMAS FRUTAS/FRUTOS Y DEMAS PART. COMESTIB. DE PLANTAS, PREP. O CONSERV. DE OTRO MODO|A_BASELINE|0.1929|0.3275|0.139|0.1293|5|2632
2008999000-DEMAS FRUTAS/FRUTOS Y DEMAS PART. COMESTIB. DE PLANTAS, PREP. O CONSERV. DE OTRO MODO|B_LOG|0.9612|0.9437|0.98|0.9273|5|2632
2008999000-DEMAS FRUTAS/FRUTOS Y DEMAS PART. COMESTIB. DE PLANTAS, PREP. O CONSERV. DE OTRO MODO|C_WINS|0.0|0.0|0.0|0.0957|5|2632
2009110000-JUGO DE NARANJA CONGELADO|A_BASELINE|0.0|0.0|0.0|0.4365|5|142
2009110000-JUGO DE NARANJA CONGELADO|B_LOG|0.0|0.0|0.0|0.4365|5|142
2009110000-JUGO DE NARANJA CONGELADO|C_WINS|0.0|0.0|0.0|0.4365|5|142
2009190000-JUGO DE NARANJA, EXCEPTO CONGELADO|A_BASELINE|0.6|0.6|0.6|0.6667|5|30
2009190000-JUGO DE NARANJA, EXCEPTO CONGELADO|B_LOG|0.6|0.6|0.6|0.6667|5|30
2009190000-JUGO DE NARANJA, EXCEPTO CONGELADO|C_WINS|0.0|0.0|0.0|0.1667|5|30
2009310000-JUGO DE CITRICOS (EXCEP. NARANJA,TORONJA O POMELO), DE VALOR BRIX INFERIOR IGUAL A 20|A_BASELINE|0.1333|0.1|0.2|0.1|5|320
2009310000-JUGO DE CITRICOS (EXCEP. NARANJA,TORONJA O POMELO), DE VALOR BRIX INFERIOR IGUAL A 20|B_LOG|0.2|0.2|0.2|0.2|5|320
2009310000-JUGO DE CITRICOS (EXCEP. NARANJA,TORONJA O POMELO), DE VALOR BRIX INFERIOR IGUAL A 20|C_WINS|0.0|0.0|0.0|0.0031|5|320
2009391000-JUGO DE LIMON DE LA SUBPARTIDA 0805.50.21, DE VALOR BRIX MAYOR A 20|A_BASELINE|0.9583|0.9204|1.0|0.9204|5|844
2009391000-JUGO DE LIMON DE LA SUBPARTIDA 0805.50.21, DE VALOR BRIX MAYOR A 20|B_LOG|0.9583|0.9204|1.0|0.9204|5|844
2009391000-JUGO DE LIMON DE LA SUBPARTIDA 0805.50.21, DE VALOR BRIX MAYOR A 20|C_WINS|0.0648|0.1967|0.039|0.1258|5|844
2009399000-JUGO DE CITRICOS (EXCEP. DE LIMON DE SUBPARTIDA 0805.50.21), DE VALOR BRIX MAYOR A 20|A_BASELINE|0.0|0.0|0.0|0.0|5|20
2009399000-JUGO DE CITRICOS (EXCEP. DE LIMON DE SUBPARTIDA 0805.50.21), DE VALOR BRIX MAYOR A 20|B_LOG|0.0|0.0|0.0|0.0|5|20
2009399000-JUGO DE CITRICOS (EXCEP. DE LIMON DE SUBPARTIDA 0805.50.21), DE VALOR BRIX MAYOR A 20|C_WINS|0.0|0.0|0.0|0.0|5|20
2009610000-JUGO DE UVA (INCLUIDO EL MOSTO), DE VALOR BRIX INFERIOR O IGUAL A 30|A_BASELINE|0.2|0.2|0.2|0.2|5|27
2009610000-JUGO DE UVA (INCLUIDO EL MOSTO), DE VALOR BRIX INFERIOR O IGUAL A 30|B_LOG|0.2|0.2|0.2|0.2|5|27
2009610000-JUGO DE UVA (INCLUIDO EL MOSTO), DE VALOR BRIX INFERIOR O IGUAL A 30|C_WINS|0.0|0.0|0.0|0.04|5|27
2009710000-JUGO DE MANZANA, DE VALOR BRIX INFERIOR O IGUAL A 20|A_BASELINE|0.9333|0.9|1.0|0.9|5|36
2009710000-JUGO DE MANZANA, DE VALOR BRIX INFERIOR O IGUAL A 20|B_LOG|0.9333|0.9|1.0|0.9|5|36
2009710000-JUGO DE MANZANA, DE VALOR BRIX INFERIOR O IGUAL A 20|C_WINS|0.2|0.2|0.2|0.3107|5|36
2009810000-JUGO DE ARÃNDANOS ROJOS|A_BASELINE|0.1|0.0667|0.2|0.0667|5|82
2009810000-JUGO DE ARÃNDANOS ROJOS|B_LOG|0.1333|0.1|0.2|0.1|5|82
2009810000-JUGO DE ARÃNDANOS ROJOS|C_WINS|0.0|0.0|0.0|0.0118|5|82
2009892000-JUGO DE MARACUYÃ (PARCHITA) (PASSIFLORA EDULIS)|A_BASELINE|0.6527|0.5317|0.8536|0.478|5|663
2009892000-JUGO DE MARACUYÃ (PARCHITA) (PASSIFLORA EDULIS)|B_LOG|0.7955|0.6667|1.0|0.6667|5|663
2009892000-JUGO DE MARACUYÃ (PARCHITA) (PASSIFLORA EDULIS)|C_WINS|0.0322|0.0622|0.0222|0.1332|5|663
2009896000-JUGO DE HORTALIZA|A_BASELINE|0.9143|0.85|1.0|0.85|5|88
2009896000-JUGO DE HORTALIZA|B_LOG|0.9429|0.9|1.0|0.9|5|88
2009896000-JUGO DE HORTALIZA|C_WINS|0.1333|0.2|0.1|0.2706|5|88
2009899000-LOS DEMAS JUGOS DE FRUTA|A_BASELINE|0.1|0.0667|0.2|0.0667|5|328
2009899000-LOS DEMAS JUGOS DE FRUTA|B_LOG|0.2|0.2|0.2|0.2|5|328
2009899000-LOS DEMAS JUGOS DE FRUTA|C_WINS|0.0|0.0|0.0|0.0062|5|328
2009900000-MEZCLAS DE JUGOS|A_BASELINE|0.2|0.2|0.2|0.2|5|62
2009900000-MEZCLAS DE JUGOS|B_LOG|0.0|0.0|0.0|0.0154|5|62
2009900000-MEZCLAS DE JUGOS|C_WINS|0.0|0.0|0.0|0.0154|5|62
205000000-CARNE DE ANIMALES DE LAS ESPECIES CABALLAR,ASNAL O MULAR,FRESCA,REFRIGERADA O CONGELA|A_BASELINE|0.2|0.2|0.2|0.2|5|27
205000000-CARNE DE ANIMALES DE LAS ESPECIES CABALLAR,ASNAL O MULAR,FRESCA,REFRIGERADA O CONGELA|B_LOG|0.2|0.2|0.2|0.2|5|27
205000000-CARNE DE ANIMALES DE LAS ESPECIES CABALLAR,ASNAL O MULAR,FRESCA,REFRIGERADA O CONGELA|C_WINS|0.0|0.0|0.0|0.04|5|27
206900000-LOS DEMAS DESPOJOS COMESTIBLES, CONGELADOS|A_BASELINE|0.4|0.4|0.4|0.4|5|32
206900000-LOS DEMAS DESPOJOS COMESTIBLES, CONGELADOS|B_LOG|0.2133|0.15|0.4|0.15|5|32
206900000-LOS DEMAS DESPOJOS COMESTIBLES, CONGELADOS|C_WINS|0.2|0.2|0.2|0.2333|5|32
208900010-CARNE DE CUY (COBAYO, CONEJILLO DE INDIAS) (CAVIA PORCELLUS)|A_BASELINE|0.6|1.0|0.4667|0.7143|5|32
208900010-CARNE DE CUY (COBAYO, CONEJILLO DE INDIAS) (CAVIA PORCELLUS)|B_LOG|0.66|1.0|0.5333|0.7476|5|32
208900010-CARNE DE CUY (COBAYO, CONEJILLO DE INDIAS) (CAVIA PORCELLUS)|C_WINS|0.1|0.2|0.0667|0.5048|5|32
2101110000-EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAFE|A_BASELINE|0.7333|0.8|0.7|0.78|5|25
2101110000-EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAFE|B_LOG|0.6667|0.8|0.6|0.72|5|25
2101110000-EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAFE|C_WINS|0.0|0.0|0.0|0.32|5|25
2101120000-PREPARACIONES A BASE DE EXTRACTOS, ESENCIAS O CONCENTRADOS O A BASE DE CAFE|A_BASELINE|0.3333|0.3|0.4|0.3|5|145
2101120000-PREPARACIONES A BASE DE EXTRACTOS, ESENCIAS O CONCENTRADOS O A BASE DE CAFE|B_LOG|0.2|0.2|0.2|0.2069|5|145
2101120000-PREPARACIONES A BASE DE EXTRACTOS, ESENCIAS O CONCENTRADOS O A BASE DE CAFE|C_WINS|0.0|0.0|0.0|0.0138|5|145
2101200000-EXTRACTOS, ESENCIAS Y CONCENTRADOS DE TE/YERBA MATE Y PREP. A BASE DE ESTOS EXTRACTOS|A_BASELINE|0.4|0.4|0.4|0.4|5|55
2101200000-EXTRACTOS, ESENCIAS Y CONCENTRADOS DE TE/YERBA MATE Y PREP. A BASE DE ESTOS EXTRACTOS|B_LOG|0.0|0.0|0.0|0.0364|5|55
2101200000-EXTRACTOS, ESENCIAS Y CONCENTRADOS DE TE/YERBA MATE Y PREP. A BASE DE ESTOS EXTRACTOS|C_WINS|0.0|0.0|0.0|0.0364|5|55
2102109000-LEVADURAS VIVAS, EXCEPTO DE CULTIVO|A_BASELINE|0.2133|0.4|0.15|0.525|5|40
2102109000-LEVADURAS VIVAS, EXCEPTO DE CULTIVO|B_LOG|0.2133|0.4|0.15|0.525|5|40
2102109000-LEVADURAS VIVAS, EXCEPTO DE CULTIVO|C_WINS|0.0|0.0|0.0|0.45|5|40
2102300000-POLVOS PARA HORNEAR PREPARADOS|A_BASELINE|0.36|0.6|0.3|0.5673|5|53
2102300000-POLVOS PARA HORNEAR PREPARADOS|B_LOG|0.36|0.6|0.3|0.5673|5|53
2102300000-POLVOS PARA HORNEAR PREPARADOS|C_WINS|0.0|0.0|0.0|0.3782|5|53
2103100000-SALSA DE SOJA (SOYA)|A_BASELINE|0.8068|0.6838|1.0|0.6838|5|1298
2103100000-SALSA DE SOJA (SOYA)|B_LOG|0.9432|0.9442|0.95|0.8972|5|1298
2103100000-SALSA DE SOJA (SOYA)|C_WINS|0.0|0.0|0.0|0.0609|5|1298
2103200000-KETCHUP Y DEMAS SALSAS DE TOMATE|A_BASELINE|0.8921|0.81|1.0|0.81|5|132
2103200000-KETCHUP Y DEMAS SALSAS DE TOMATE|B_LOG|0.9492|0.91|1.0|0.91|5|132
2103200000-KETCHUP Y DEMAS SALSAS DE TOMATE|C_WINS|0.1333|0.2|0.1|0.2137|5|132
2103302000-MOSTAZA PREPARADA|A_BASELINE|0.0|0.0|0.0|0.0|5|44
2103302000-MOSTAZA PREPARADA|B_LOG|0.0|0.0|0.0|0.0|5|44
2103302000-MOSTAZA PREPARADA|C_WINS|0.0|0.0|0.0|0.0|5|44
2103901000-SALSA MAYONESA|A_BASELINE|0.3871|0.2938|0.6|0.2125|5|1142
2103901000-SALSA MAYONESA|B_LOG|0.4262|0.2766|1.0|0.2766|5|1142
2103901000-SALSA MAYONESA|C_WINS|0.0|0.0|0.0|0.0114|5|1142
2103902000-CONDIMENTOS Y SAZONADORES, COMPUESTOS|A_BASELINE|0.643|0.4742|1.0|0.4742|5|4887
2103902000-CONDIMENTOS Y SAZONADORES, COMPUESTOS|B_LOG|0.619|0.4486|1.0|0.4486|5|4887
2103902000-CONDIMENTOS Y SAZONADORES, COMPUESTOS|C_WINS|0.0201|0.0345|0.0143|0.0573|5|4887
2103909000-DEMAS PREPARACIONES PARA SALSAS, Y DEMAS SALSAS PREPARADAS|A_BASELINE|0.4232|0.2689|1.0|0.2689|5|4243
2103909000-DEMAS PREPARACIONES PARA SALSAS, Y DEMAS SALSAS PREPARADAS|B_LOG|0.8626|0.7625|1.0|0.7625|5|4243
2103909000-DEMAS PREPARACIONES PARA SALSAS, Y DEMAS SALSAS PREPARADAS|C_WINS|0.0|0.0|0.0|0.0165|5|4243
2104101000-PREPARACIONES PARA SOPAS, POTAJES O CALDOS|A_BASELINE|0.1218|1.0|0.0655|0.4013|5|1528
2104101000-PREPARACIONES PARA SOPAS, POTAJES O CALDOS|B_LOG|0.0391|1.0|0.02|0.3721|5|1528
2104101000-PREPARACIONES PARA SOPAS, POTAJES O CALDOS|C_WINS|0.0|0.0|0.0|0.3593|5|1528
2104102000-SOPAS, POTAJES O CALDOS, PREPARADOS|A_BASELINE|0.1873|0.1043|1.0|0.1043|5|453
2104102000-SOPAS, POTAJES O CALDOS, PREPARADOS|B_LOG|0.3976|0.2619|1.0|0.2619|5|453
2104102000-SOPAS, POTAJES O CALDOS, PREPARADOS|C_WINS|0.1|0.0667|0.2|0.0755|5|453
2104200000-PREPARACIONES ALIMENTICIAS COMPUESTAS HOMOGENEIZADAS|A_BASELINE|0.16|0.1333|0.2|0.1333|5|357
2104200000-PREPARACIONES ALIMENTICIAS COMPUESTAS HOMOGENEIZADAS|B_LOG|0.16|0.1333|0.2|0.1333|5|357
2104200000-PREPARACIONES ALIMENTICIAS COMPUESTAS HOMOGENEIZADAS|C_WINS|0.0|0.0|0.0|0.0056|5|357
2105009000-DEMAS HELADOS, INCLUSO CON CACAO|A_BASELINE|0.0|0.0|0.0|0.019|5|104
2105009000-DEMAS HELADOS, INCLUSO CON CACAO|B_LOG|0.0|0.0|0.0|0.019|5|104
2105009000-DEMAS HELADOS, INCLUSO CON CACAO|C_WINS|0.0|0.0|0.0|0.019|5|104
2106101900-DEMAS CONCENTRADOS DE PROTEINAS Y SUSTANCIAS PROTEICAS TEXTURADAS|A_BASELINE|0.0|0.0|0.0|0.1011|5|69
2106101900-DEMAS CONCENTRADOS DE PROTEINAS Y SUSTANCIAS PROTEICAS TEXTURADAS|B_LOG|1.0|1.0|1.0|1.0|5|69
2106101900-DEMAS CONCENTRADOS DE PROTEINAS Y SUSTANCIAS PROTEICAS TEXTURADAS|C_WINS|0.0|0.0|0.0|0.1011|5|69
2106901000-POLVOS PARA LA PREPARACION DE BUDINES, CREMAS, HELADOS, POSTRES, GELATINAS Y SIMILARE|A_BASELINE|0.2876|0.24|0.3688|0.1376|5|1441
2106901000-POLVOS PARA LA PREPARACION DE BUDINES, CREMAS, HELADOS, POSTRES, GELATINAS Y SIMILARE|B_LOG|0.7962|0.6619|1.0|0.6619|5|1441
2106901000-POLVOS PARA LA PREPARACION DE BUDINES, CREMAS, HELADOS, POSTRES, GELATINAS Y SIMILARE|C_WINS|0.0|0.0|0.0|0.077|5|1441
2106902100-PREP. COMPUESTAS CUYO GRADO VOLUM. SEA <=0,5% PRESENTADAS EN ENVASES INMEDIATOS|A_BASELINE|0.1119|0.0621|0.6|0.0621|5|485
2106902100-PREP. COMPUESTAS CUYO GRADO VOLUM. SEA <=0,5% PRESENTADAS EN ENVASES INMEDIATOS|B_LOG|0.2267|0.14|0.6|0.14|5|485
2106902100-PREP. COMPUESTAS CUYO GRADO VOLUM. SEA <=0,5% PRESENTADAS EN ENVASES INMEDIATOS|C_WINS|0.0|0.0|0.0|0.0062|5|485
2106902900-DEMAS PREP. COMPUESTAS CUYO GRADO VOLUM. SEA <=0,5% PRESENTADAS EN ENVASES INMEDI|A_BASELINE|0.0|0.0|0.0|0.0212|5|945
2106902900-DEMAS PREP. COMPUESTAS CUYO GRADO VOLUM. SEA <=0,5% PRESENTADAS EN ENVASES INMEDI|B_LOG|0.6839|0.5565|1.0|0.5565|5|945
2106902900-DEMAS PREP. COMPUESTAS CUYO GRADO VOLUM. SEA <=0,5% PRESENTADAS EN ENVASES INMEDI|C_WINS|0.0|0.0|0.0|0.0212|5|945
2106903000-HIDROLIZADOS DE PROTEINAS|A_BASELINE|1.0|1.0|1.0|1.0|5|20
2106903000-HIDROLIZADOS DE PROTEINAS|B_LOG|1.0|1.0|1.0|1.0|5|20
2106903000-HIDROLIZADOS DE PROTEINAS|C_WINS|0.2|0.2|0.2|0.45|5|20
2106905000-MEJORADORES DE PANIFICACION|A_BASELINE|0.28|0.25|0.4|0.25|5|50
2106905000-MEJORADORES DE PANIFICACION|B_LOG|0.4|0.4|0.4|0.4|5|50
2106905000-MEJORADORES DE PANIFICACION|C_WINS|0.0|0.0|0.0|0.04|5|50
2106906900-PREPARACIONES EDULCORANTES (EXCEPTO A BASE DE ESTEVIA)|A_BASELINE|0.16|0.4|0.1|0.4972|5|43
2106906900-PREPARACIONES EDULCORANTES (EXCEPTO A BASE DE ESTEVIA)|B_LOG|0.0|0.0|0.0|0.4417|5|43
2106906900-PREPARACIONES EDULCORANTES (EXCEPTO A BASE DE ESTEVIA)|C_WINS|0.0|0.0|0.0|0.4417|5|43
2106907100-COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS A BASE DE EXTRACTOS VEGETALES|A_BASELINE|0.3848|0.3328|0.4583|0.2148|5|619
2106907100-COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS A BASE DE EXTRACTOS VEGETALES|B_LOG|0.6271|0.4617|1.0|0.4617|5|619
2106907100-COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS A BASE DE EXTRACTOS VEGETALES|C_WINS|0.0|0.0|0.0|0.0678|5|619
2106907200-COMPLEMENT Y SUPLEMENT ALIMENT DE EXTRACTO VEGETAL C/UNA O MAS VITAMINAS, MINERALES|A_BASELINE|0.0|0.0|0.0|0.0|5|423
2106907200-COMPLEMENT Y SUPLEMENT ALIMENT DE EXTRACTO VEGETAL C/UNA O MAS VITAMINAS, MINERALES|B_LOG|0.0|0.0|0.0|0.0|5|423
2106907200-COMPLEMENT Y SUPLEMENT ALIMENT DE EXTRACTO VEGETAL C/UNA O MAS VITAMINAS, MINERALES|C_WINS|0.0|0.0|0.0|0.0|5|423
2106907300-COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS A BASE DE UNA O MAS VITAMINAS, MINERALES|A_BASELINE|0.96|0.9333|1.0|0.9333|5|130
